1785952130,74, 252.50, 73543, 81920
1785952135,0, 75.21, 73543, 81920
1785952140,100, 246.28, 73543, 81920
1785952145,100, 286.86, 73543, 81920
1785952150,100, 468.72, 73543, 81920
1785952155,100, 471.68, 73543, 81920
1785952160,67, 89.30, 73543, 81920
1785952165,100, 288.80, 73543, 81920
1785952170,100, 468.99, 73543, 81920
1785952176,100, 281.42, 73543, 81920
1785952181,100, 93.11, 73543, 81920
1785952186,100, 286.33, 73543, 81920
1785952191,100, 286.04, 73543, 81920
1785952196,100, 288.47, 73543, 81920
1785952201,100, 289.00, 73543, 81920
1785952206,100, 291.38, 73543, 81920
1785952211,100, 290.02, 73543, 81920
1785952216,100, 286.24, 73543, 81920
1785952221,100, 285.21, 73543, 81920
1785952226,100, 288.76, 73543, 81920
1785952231,0, 76.04, 73543, 81920
1785952236,0, 74.58, 73543, 81920
1785952241,0, 74.05, 73543, 81920
1785952246,0, 73.85, 73543, 81920
1785952251,0, 73.31, 73543, 81920
1785952256,0, 73.22, 73543, 81920
1785952261,0, 73.01, 73543, 81920
1785952266,0, 72.77, 73543, 81920
1785952272,0, 72.47, 73543, 81920
1785952277,0, 72.39, 73543, 81920
1785952282,0, 72.47, 73543, 81920
1785952287,0, 72.23, 73543, 81920
1785952292,0, 72.23, 73543, 81920
1785952297,0, 72.23, 73543, 81920
1785952302,0, 72.31, 73543, 81920
1785952307,0, 72.23, 73543, 81920
1785952312,0, 72.32, 73543, 81920
1785952317,0, 72.23, 73543, 81920
1785952322,0, 72.47, 73543, 81920
1785952327,0, 72.23, 73543, 81920
1785952332,0, 72.15, 73543, 81920
1785952337,0, 71.86, 73543, 81920
1785952342,0, 71.86, 73543, 81920
1785952347,0, 71.86, 73543, 81920
1785952352,0, 71.94, 73543, 81920
1785952357,0, 71.61, 73543, 81920
1785952362,0, 71.70, 73543, 81920
1785952367,0, 71.70, 73543, 81920
1785952372,0, 71.86, 73543, 81920
1785952377,0, 71.86, 73543, 81920
1785952383,0, 71.61, 73543, 81920
1785952388,0, 71.86, 73543, 81920
1785952393,0, 71.94, 73543, 81920
1785952398,0, 72.23, 73543, 81920
1785952403,0, 71.70, 73543, 81920
1785952408,0, 71.70, 73543, 81920
1785952413,0, 71.70, 73543, 81920
1785952418,0, 71.70, 73543, 81920
1785952423,0, 71.70, 73543, 81920
1785952428,0, 71.70, 73543, 81920
1785952433,0, 71.70, 73543, 81920
1785952438,0, 71.70, 73543, 81920
1785952443,0, 71.78, 73543, 81920
1785952448,0, 71.94, 73543, 81920
1785952453,0, 71.86, 73543, 81920
1785952458,0, 71.70, 73543, 81920
1785952463,0, 72.07, 73543, 81920
1785952468,0, 71.61, 73543, 81920
1785952473,0, 71.70, 73543, 81920
1785952478,0, 71.41, 73543, 81920
1785952483,0, 71.32, 73543, 81920
1785952489,0, 71.70, 73543, 81920
1785952494,0, 71.41, 73543, 81920
1785952499,0, 71.70, 73543, 81920
1785952504,0, 71.70, 73543, 81920
1785952509,0, 71.70, 73543, 81920
1785952514,0, 71.61, 73543, 81920
1785952519,0, 71.70, 73543, 81920
1785952524,0, 71.86, 73543, 81920
1785952529,0, 71.86, 73543, 81920
1785952534,0, 71.86, 73543, 81920
1785952539,0, 71.32, 73543, 81920
1785952544,0, 71.41, 73543, 81920
1785952549,0, 71.70, 73543, 81920
1785952554,0, 71.41, 73543, 81920
1785952559,0, 71.53, 73543, 81920
1785952564,0, 71.41, 73543, 81920
1785952569,0, 71.70, 73543, 81920
1785952574,0, 71.70, 73543, 81920
1785952579,0, 71.70, 73543, 81920
1785952584,0, 71.70, 73543, 81920
1785952589,0, 71.94, 73543, 81920
1785952594,0, 71.70, 73543, 81920
1785952600,0, 71.86, 73543, 81920
1785952605,0, 71.61, 73543, 81920
1785952610,0, 71.70, 73543, 81920
1785952615,0, 71.53, 73543, 81920
1785952620,0, 71.41, 73543, 81920
1785952625,0, 71.53, 73543, 81920
1785952630,0, 71.70, 73543, 81920
1785952635,0, 71.61, 73543, 81920
1785952640,0, 71.70, 73543, 81920
1785952645,0, 71.70, 73543, 81920
1785952650,0, 71.70, 73543, 81920
1785952655,0, 71.70, 73543, 81920
1785952660,0, 71.94, 73543, 81920
1785952665,0, 71.70, 73543, 81920
1785952670,0, 71.53, 73543, 81920
1785952675,0, 71.41, 73543, 81920
1785952680,0, 71.41, 73543, 81920
1785952685,0, 71.41, 73543, 81920
1785952690,0, 71.70, 73543, 81920
1785952695,0, 71.61, 73543, 81920
1785952701,0, 71.70, 73543, 81920
1785952706,0, 71.70, 73543, 81920
1785952711,0, 71.94, 73543, 81920
1785952716,0, 71.61, 73543, 81920
1785952721,0, 71.70, 73543, 81920
1785952726,0, 71.94, 73543, 81920
1785952731,0, 71.94, 73543, 81920
1785952736,0, 71.77, 73543, 81920
1785952741,0, 71.70, 73543, 81920
1785952746,0, 71.41, 73543, 81920
1785952751,0, 71.32, 73543, 81920
1785952756,0, 71.70, 73543, 81920
1785952761,0, 71.70, 73543, 81920
1785952766,0, 71.70, 73543, 81920
1785952771,0, 71.70, 73543, 81920
1785952776,0, 71.78, 73543, 81920
1785952781,0, 71.61, 73543, 81920
1785952786,0, 71.86, 73543, 81920
1785952791,0, 71.70, 73543, 81920
1785952796,0, 71.94, 73543, 81920
1785952801,0, 71.61, 73543, 81920
1785952806,0, 71.53, 73543, 81920
1785952811,0, 71.41, 73543, 81920
1785952816,0, 71.41, 73543, 81920
1785952822,0, 71.70, 73543, 81920
1785952827,0, 71.70, 73543, 81920
1785952832,0, 71.70, 73543, 81920
1785952837,0, 71.61, 73543, 81920
1785952842,0, 71.61, 73543, 81920
1785952847,0, 71.53, 73543, 81920
1785952852,0, 71.61, 73543, 81920
1785952857,0, 71.77, 73543, 81920
1785952862,0, 71.86, 73543, 81920
1785952867,0, 71.77, 73543, 81920
1785952872,0, 71.41, 73543, 81920
1785952877,0, 71.70, 73543, 81920
1785952882,0, 71.61, 73543, 81920
1785952887,0, 71.41, 73543, 81920
1785952892,0, 71.70, 73543, 81920
1785952897,0, 71.53, 73543, 81920
1785952902,0, 71.70, 73543, 81920
1785952907,0, 71.70, 73543, 81920
1785952912,0, 71.70, 73543, 81920
